Admissions;Time;PM10;SO2;NO2;CO;O3;Tmax;Tmaxm12;Tave;Tmin;RH;RHm01;RHm12;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;Carn;Tirad;Corpus;Indep;Penha
45;1189;35,76857143;10,91143341;21,10301738;873,73875;22,26183172;32,825;29,8675;26,19;21,055;75,91;76,1975;75,7925;0;0;1;0;0;0;0;0;0;0;0
53;1190;39,67428571;9,078945168;24,69693775;830,115;34,49850947;31,85;31,7375;26,07;23,365;78,995;77,4525;76,1975;0;0;0;1;0;0;0;0;0;0;0
41;1191;26,78285714;8,275375485;24,65619388;722,3725;32,9798252;25,135;32,3375;23,65;22,4;88,105;83,55;77,4525;0;0;0;0;1;0;0;0;0;0;0
48;1192;19,31857143;8,749161999;18,99892822;592,421;31,76195819;28,395;28,4925;24,61;22,395;85,38;86,7425;83,55;0;0;0;0;0;1;0;0;0;0;0
48;1193;30,96571429;12,06514642;20,04249218;1019,32075;17,23463691;32,07;26,765;26,59;22,05;81,44;83,41;86,7425;0;0;0;0;0;0;0;0;0;0;0
62;1194;29,65571429;12,33052911;15,18322747;767,78525;17,40736926;34,1;30,2325;27,9;23,47;77,88;79,66;83,41;1;0;0;0;0;0;0;0;0;0;0
57;1195;37,73571429;9,138657669;22,89882059;757,35875;31,35695879;30,3;33,085;26,38;23,8;86,22;82,05;79,66;0;1;0;0;0;0;0;0;0;0;0
43;1196;43,3;9,92299024;28,04084471;867,5645;28,36234128;31,25;32,2;26,65;22,7;82,32;84,27;82,05;0;0;1;0;0;0;0;0;0;0;0
51;1197;44,51714286;9,579303805;27,37904666;1136,152;27,55930262;31,135;30,775;25,92;22,42;81,44;81,88;84,27;0;0;0;1;0;0;0;0;0;0;0
51;1198;45,81;11,21417226;28,58431893;1003,35225;25,13525205;33,275;31,1925;26,33;21,14;78,01;79,725;81,88;0;0;0;0;1;0;0;0;0;0;0
72;1199;33,71571429;16,02252861;15,76546259;772,91925;22,37464163;34,17;32,205;27,24;21,54;75,38;76,695;79,725;0;0;0;0;0;1;0;0;0;0;0
63;1200;38,04714286;14,03743144;16,98610349;875,46775;26,13360887;34,9;33,7225;28,03;23,46;72,65;74,015;76,695;0;0;0;0;0;0;0;0;0;0;0
65;1201;50,90428571;9,885996455;27,78654572;841,856;32,56474087;30,645;34,535;26,3;23,645;79,725;76,1875;74,015;1;0;0;0;0;0;0;0;0;0;0
68;1202;31,37428571;9,571444193;24,19332177;823,68575;31,29785281;30,035;32,7725;25,54;23,5;84,375;82,05;76,1875;0;1;0;0;0;0;0;0;0;0;0
51;1203;38,01714286;11,91699119;24,73028534;988,0485565;20,16431318;31,405;30,34;26,57;22,605;80,065;82,22;82,05;0;0;1;0;0;0;0;0;0;0;0
33;1204;36,78142857;10,03550433;21,1646359;714,95866;30,82432561;29,6;30,72;25,87;23,29;80,88;80,4725;82,22;0;0;0;1;0;0;0;0;0;0;0
35;1205;26,91857143;8,819843499;17,52112853;452,2865;32,08386141;29,355;30,5025;25,69;23,005;77,265;79,0725;80,4725;0;0;0;0;1;0;0;0;0;0;0
60;1206;23,01142857;8,901515416;15,4221531;505,1375;23,98870913;30,8;29,4775;25,62;22,3;80,48;78,8725;79,0725;0;0;0;0;0;1;0;0;0;0;0
62;1207;26,28571429;11,6150902;18,04398185;596,7975;20,66637122;32,7;30,0775;26,42;21,85;77,505;78,9925;78,8725;0;0;0;0;0;0;0;1;0;0;0
70;1208;26,12142857;10,53281844;19,90762382;892,3455;20,92631342;32,685;31,75;26,88;23,55;74,855;76,18;78,9925;1;0;0;0;0;0;0;0;1;0;0
57;1209;36,84571429;9,538185378;20,76956722;734,25975;23,54671221;32,75;32,6925;26,92;22,95;70,545;72,7;76,18;0;1;0;0;0;0;0;0;0;0;0
55;1210;53,77;10,68385939;34,41914013;869,6965;35,61860275;31,3;32,7175;25,94;21,05;70,68;70,6125;72,7;0;0;1;0;0;0;0;0;0;0;0
32;1211;50,86857143;12,87817004;29,89097806;1123,98983;20,22720538;32,75;32,025;27,03;23,05;78,81;74,745;70,6125;0;0;0;1;0;0;0;0;0;0;0
44;1212;36,83142857;9,606791821;20,7158776;678,5625;21,73229167;30,85;32,025;26,72;23,95;82,93;80,87;74,745;0;0;0;0;1;0;0;0;0;0;0
39;1213;30,70142857;12,85068539;13,37792131;581,69;20,78333333;33,3;31,8;27,64;23,85;76,73;79,83;80,87;0;0;0;0;0;1;0;0;0;0;0
81;1214;33,27142857;14,40359417;16,41425867;933,587;18,0306106;33,25;32,075;27,53;23,35;74,165;75,4475;79,83;0;0;0;0;0;0;0;0;0;0;0
40;1215;42,14714286;14,1808995;17,07569012;772,2869527;20,20218505;33,15;33,275;27,23;23,4;73,655;73,91;75,4475;1;0;0;0;0;0;0;0;0;0;0
79;1216;38,45;9,434208921;20,62857261;660,89275;39,06041667;32,67;33,2;25,75;21,905;77,74;75,6975;73,91;0;1;0;0;0;0;0;0;0;0;0
39;1217;20,75428571;8,646795416;16,29885761;295,16575;45,47041667;25;32,91;22,63;20,65;79,135;78,4375;75,6975;0;0;1;0;0;0;0;0;0;0;0
36;1218;38,03714286;10,16845968;30,22067089;959,2262182;27,31125;25,85;28,835;22,73;20,545;78,54;78,8375;78,4375;0;0;0;1;0;0;0;0;0;0;0
48;1219;30,51714286;10,5529963;25,09892236;739,115;25,29247278;28,4;25,425;24,57;20,9;79,925;79,2325;78,8375;0;0;0;0;1;0;0;0;0;0;0
37;1220;33,21;9,733726703;22,29954999;715,64;35,13020833;29,8;27,125;25,05;21,35;83,43;81,6775;79,2325;0;0;0;0;0;1;0;0;0;0;0
49;1221;45,59571429;12,27890677;27,50335839;837,3044952;18,97744221;33,3;29,1;26,8;22,15;78,005;80,7175;81,6775;0;0;0;0;0;0;0;0;0;0;0
43;1222;42,26857143;9,749150503;24,95945188;647,92175;42,81145833;26,17;31,55;24,41;22,985;75,1;76,5525;80,7175;1;0;0;0;0;0;0;0;0;0;0
37;1223;45,90857143;11,16636163;31,07766875;671,67675;50,1553125;26,45;29,735;23,13;20,14;66,055;70,5775;76,5525;0;1;0;0;0;0;0;0;0;0;0
41;1224;48,44285714;12,39775266;34,29300502;957,022;35,35447917;27,9;26,31;22,41;18,59;68,77;67,4125;70,5775;0;0;1;0;0;0;0;0;0;0;0
23;1225;45,60285714;11,37756777;35,73023035;981,11825;35,47083333;27,93;27,175;22,67;18,09;74,215;71,4925;67,4125;0;0;0;1;0;0;0;0;0;0;0
26;1226;43,02714286;9,185095051;25,66485483;571,31825;41,6871875;26,66388188;27,915;22,21;18,845;69,28;71,7475;71,4925;0;0;0;0;1;0;0;0;0;0;0
23;1227;27,68857143;8,198938272;21,30534135;482,67025;39,41479167;26,04;27,29694094;21,76;18,245;68,61;68,945;71,7475;0;0;0;0;0;1;0;0;0;0;0
24;1228;39,19285714;8,586469929;27,88186309;788,44375;37,02145833;26,1;26,35194094;21,63;18,2;67,805;68,2075;68,945;0;0;0;0;0;0;0;0;0;0;0
21;1229;36,25142857;9,624247641;28,33463721;894,6215;32,16;26,39;26,07;21,41;17,59;72,795;70,3;68,2075;1;0;0;0;0;0;0;0;0;0;0
45;1230;17,41142857;8,374739989;30,12029667;1136,9855;24,9371875;23,32;26,245;20,1;18,6;91,46;82,1275;70,3;0;1;0;0;0;0;0;0;0;0;0
35;1231;52,71857143;11,65046423;32,38408331;1447,915;17,42916667;26,3;24,855;22,26;19,49;86,02;88,74;82,1275;0;0;1;0;0;0;0;0;0;0;0
43;1232;70,21571429;12,42396117;28,90099997;1274,37725;21,17093501;27,1;24,81;22,15;17,665;84,67;85,345;88,74;0;0;0;1;0;0;0;0;0;0;0
27;1233;43,50571429;11,52188782;26,14670349;802,75925;30,84552083;26,365;26,7;22,44;18,94;81,57;83,12;85,345;0;0;0;0;1;0;0;0;0;0;0
37;1234;36,17714286;11,06070021;27,89593238;1131,841;30,33583333;27,23;26,7325;22,36;18,3;75,755;78,6625;83,12;0;0;0;0;0;1;0;0;0;0;0
17;1235;47,11571429;14,95567447;32,12121625;1061,60453;21,08230064;28,685;26,7975;22,07;16,65;78,96;77,3575;78,6625;0;0;0;0;0;0;0;0;0;0;0
29;1236;47,76571429;11,70967352;29,25769114;975,403;26,34787337;28,09;27,9575;23,05;18,945;79,325;79,1425;77,3575;1;0;0;0;0;0;0;0;0;0;0
20;1237;61,51714286;12,95307604;29,36769691;1345,421;18,76989583;29,05;28,3875;22,42;17,7;78,61;78,9675;79,1425;0;1;0;0;0;0;0;0;0;0;0
20;1238;49,62571429;13,81084488;30,72657577;887,6375;24,44375;29,4;28,57;22,55;16,95;79,13;78,87;78,9675;0;0;1;0;0;0;0;0;0;0;0
36;1239;66,15428571;17,81670196;38,99796676;1207,87;27,38125;29,4;29,225;22,09;16,2;77,14;78,135;78,87;0;0;0;1;0;0;0;0;0;0;0
29;1240;52,34;16,16374609;35,69865971;844,335;28,74375;29,35;29,4;21,93;15,95;78,265;77,7025;78,135;0;0;0;0;1;0;0;0;0;0;0
39;1241;36,61142857;13,37805832;21,49362577;646,3925;34,353125;29,75;29,375;22,95;16,85;75,335;76,8;77,7025;0;0;0;0;0;1;0;0;0;0;0
31;1242;62,57;16,00870506;34,00875084;1064,731;24,5040625;31,195;29,55;23,84;17,95;75,94;75,6375;76,8;0;0;0;0;0;0;0;0;0;0;0
41;1243;86,73857143;13,86955765;43,88555696;1228,28225;33,96677083;29,38;30,4725;23,05;18,25;79,815;77,8775;75,6375;1;0;0;0;0;0;0;0;0;0;0
42;1244;59,42285714;19,17553703;40,58480049;1234,869;28,23625;29,05;30,2875;23,01;18,23;79,935;79,875;77,8775;0;1;0;0;0;0;0;0;0;0;0
26;1245;47,68;14,96250577;27,55304328;952,949;26,38520833;30,975;29,215;23,91;17,8;76,86;78,3975;79,875;0;0;1;0;0;0;0;0;0;0;0
5;1246;42,62142857;18,00133656;25,98916026;1223,15075;23,03572917;32,305;30,0125;25,15;20;74,05;75,455;78,3975;0;0;0;1;0;0;0;0;0;0;0
1;1247;28,48142857;8,596843949;15,99137483;405,48;46,04791667;22,95;31,64;20,72;18,75;79,755;76,9025;75,455;0;0;0;0;1;0;0;0;0;0;0
29;1248;15,75142857;8,434637307;16,74848733;448,7425;45,88854167;23,6;27,6275;20,42;18,85;78,82;79,2875;76,9025;0;0;0;0;0;1;0;0;0;0;0
37;1249;22,15571429;8,889502857;24,80886359;694,319;32,17333333;23,65;23,275;20,39;18,8;86,845;82,8325;79,2875;0;0;0;0;0;0;0;0;0;0;0
26;1250;46,24;10,29172358;29,94662685;1230,69525;26,98520833;25,4;23,625;21,23;18,625;80,35;83,5975;82,8325;1;0;0;0;0;0;0;0;0;0;0
30;1251;48,29;12,181991;29,19693143;875,35975;21,1784375;26,85;24,525;21,92;17,95;76,795;78,5725;83,5975;0;1;0;0;0;0;0;0;0;0;0
39;1252;51,87571429;12,17006955;31,24382346;1180,12975;21,3371875;29,565;26,125;22,79;17,79;80,43;78,6125;78,5725;0;0;1;0;0;0;0;0;0;0;0
30;1253;44,29285714;14,93094305;29,01654519;1271,259;18,29885417;29,35;28,2075;23,5;19,11;80,48;80,455;78,6125;0;0;0;1;0;0;0;0;0;0;0
28;1254;40,91857143;12,72486938;27,59013824;778,805;26,14895833;29,75;29,4575;23,67;18,85;78,975;79,7275;80,455;0;0;0;0;1;0;0;0;0;0;0
41;1255;30,79428571;13,87487046;20,59698124;730,6775;21,859375;28,95;29,55;22,74;18,2;80,82;79,8975;79,7275;0;0;0;0;0;1;0;0;0;0;0
38;1256;31,93;12,01627697;18,07915197;721,30775;20,11572917;30,455;29,35;23,95;18,25;79,415;80,1175;79,8975;0;0;0;0;0;0;0;0;0;0;0
27;1257;38,14428571;10,21380642;19,68521461;653,171;24,21114583;32,39;29,7025;25,57;20,8;69,49;74,4525;80,1175;1;0;0;0;0;0;0;0;0;0;0
26;1258;60,43142857;12,15719336;27,01995471;908,9295;30,8359375;27,2;31,4225;23,16;19,115;79,12;74,305;74,4525;0;1;0;0;0;0;0;0;0;0;0
25;1259;58,14428571;14,48888599;35,05792478;1035,95875;27,35135417;28,9;29,795;23,4;19,53;78,31;78,715;74,305;0;0;1;0;0;0;0;0;0;0;0
29;1260;44,43857143;14,54793821;25,60354521;946,6022352;22,46488937;30,11;28,05;23,07;17,3;75,83;77,07;78,715;0;0;0;1;0;0;0;0;0;0;0
21;1261;34,94285714;12,31402567;19,02505169;679,3675;30,309375;29,75;29,505;22,69;16,75;71,52;73,675;77,07;0;0;0;0;1;0;0;0;0;0;0
29;1262;29,26714286;9,48034406;15,12230175;529,2725;36,096875;31,65;29,93;24,19;17,95;62,965;67,2425;73,675;0;0;0;0;0;1;0;0;0;0;0
18;1263;37,86714286;9,425072732;24,99313059;663,7127994;33,2328125;23,92;30,7;19,74;17,6;81,925;72,445;67,2425;0;0;0;0;0;0;0;0;0;0;0
21;1264;50,68571429;9,417919909;29,19927384;974,03475;35,5475;23,13;27,785;20,13;17,345;72,78;77,3525;72,445;1;0;0;0;0;0;0;0;0;0;0
28;1265;49,43142857;11,38463944;33,63976145;915,4995;24,8136455;26,7;23,525;20,34;14,9;74,785;73,7825;77,3525;0;1;0;0;0;0;0;0;0;0;0
17;1266;48,17714286;10,68590875;31,77462826;1032,8045;32,60095001;28,635;24,915;21,65;16,63;77,165;75,975;73,7825;0;0;1;0;0;0;0;0;0;0;0
43;1267;51,08857143;11,07480927;29,66061701;949,3445185;30,04982029;30,81;27,6675;22,85;16,8;72,905;75,035;75,975;0;0;0;1;0;0;0;0;0;0;0
19;1268;49,26571429;12,81376217;25,44493758;892,02325;33,60635417;33,065;29,7225;24,35;17,035;68,015;70,46;75,035;0;0;0;0;1;0;0;0;0;0;0
32;1269;41,43571429;9,095627566;17,3565121;528,7025;52,21520833;27,535;31,9375;22,57;17,36;79,4;73,7075;70,46;0;0;0;0;0;1;0;0;0;0;0
16;1270;37,11857143;8,606912035;21,32293389;593,0925;44,41520833;25,13;30,3;21,95;19,985;76,4;77,9;73,7075;0;0;0;0;0;0;0;0;0;0;0
39;1271;26,74;8,171464832;23,34043212;691,13275;39,78020833;23,99;26,3325;20,55;18,945;82,35;79,375;77,9;1;0;0;0;0;0;0;0;0;0;0
17;1272;25,31714286;9,353616727;28,39166438;907,2780615;33,31270833;24,675;24,56;20,67;18,545;85,7;84,025;79,375;0;1;0;0;0;0;0;0;0;0;0
16;1273;22,09571429;8,218031279;29,82958333;802,8469497;33,09197917;22,915;24,3325;19,58;17,855;88,23;86,965;84,025;0;0;1;0;0;0;0;0;0;0;0
25;1274;30,06142857;8,16288198;31,55027778;858,465734;30,84666667;23,47;23,795;19,61;17,445;85,33;86,78;86,965;0;0;0;1;0;0;0;0;0;0;0
19;1275;33,98285714;9,46951769;29,58534722;852,506;34,82895833;26,385;23,1925;21,21;17,165;76,985;81,1575;86,78;0;0;0;0;1;0;0;0;0;0;0
31;1276;23,35142857;10,93352976;23,92854167;649,53475;35,2225;26,35;24,9275;21,24;17,015;80,585;78,785;81,1575;0;0;0;0;0;1;0;0;0;0;0
17;1277;28,73285714;10,1151919;27,81354167;864,9688713;26,87577694;24,395;26,3675;21,43;19,29;82,525;81,555;78,785;0;0;0;0;0;0;0;0;0;0;0
24;1278;27,78571429;8,677671976;24,49069445;749,44317;26,57567067;25,455;25,3725;21,74;18,915;83,73;83,1275;81,555;1;0;0;0;0;0;0;0;0;0;0
18;1279;34,86285714;10,15195648;26,89430556;900,3186272;25,47911511;27,3;24,925;22,29;18,13;78,755;81,2425;83,1275;0;1;0;0;0;0;0;0;0;0;0
10;1280;41,50142857;9,520810596;27,64819444;901,3980741;24,90228712;27,83;26,3775;22,98;19,93;78,38;78,5675;81,2425;0;0;1;0;0;0;0;0;0;0;0
12;1281;36,77571429;8,190059524;31,63034722;1501,40275;23,42989063;27,055;27,565;20,55;17,57;83,785;81,0825;78,5675;0;0;0;1;0;0;0;0;0;0;0
9;1282;34,33428571;7,748988095;28,64611111;709,30425;41,00006064;25,025;27,4425;20,26;16,655;76,04;79,9125;81,0825;0;0;0;0;1;0;0;0;0;0;0
34;1283;30,24571429;8,839880953;26,70375;588,2255;35,96897464;25,945;26,04;20,64;15,815;75,99;76,015;79,9125;0;0;0;0;0;1;0;0;0;0;0
19;1284;42,02428571;9,769880951;30,95730767;754,8685;36,70286537;24,305;25,485;19,81;16,68;72,775;74,3825;76,015;0;0;0;0;0;0;0;0;0;0;0
22;1285;46,91142857;9,928988096;32,18323265;809,769;36,02218395;26,17;25,125;20,67;15,35;66,685;69,73;74,3825;1;0;0;0;0;0;0;0;0;0;0
14;1286;50,55428571;8,431785714;32,48166667;939,06325;27,80955821;25,3;25,2375;21,05;18,42101651;80,305;73,495;69,73;0;1;0;0;0;0;0;0;0;0;0
19;1287;37,15714286;8,691621966;26,82210859;724,99225;30,71908977;25,44377382;25,735;21,16;17,42434317;81,635;80,97;73,495;0;0;1;0;0;0;0;0;0;0;0
16;1288;27,69857143;8,55886646;21,57753157;671,1949819;38,77675831;25,53952787;25,37188691;21,29;18,41581875;81,4;81,5175;80,97;0;0;0;1;0;0;0;0;0;0;0
7;1289;26,20857143;8,602023811;20,14715278;676,993;34,2490927;25,375;25,49165085;20,97;18,02;80,89;81,145;81,5175;0;0;0;0;1;0;0;0;0;0;0
31;1290;29,44571429;7,730535714;16,84992324;403,498;48,58191343;25,38;25,45726394;20,71;17,15;72,815;76,8525;81,145;0;0;0;0;0;1;0;0;0;0;0
26;1291;38,36714286;10,67327381;26,26890873;750,21725;37,88778347;25,735;25,3775;21,08;17,92;73,16;72,9875;76,8525;0;0;0;0;0;0;0;0;0;0;0
27;1292;43,66285714;10,93821429;30,29888889;843,6165;33,0613182;26,31;25,5575;20,6;15,905;74,385;73,7725;72,9875;1;0;0;0;0;0;0;0;0;0;0
39;1293;47,80142857;10,31267857;32,30902778;1254,44125;28,44363767;25,015;26,0225;19,76;15,515;77,45;75,9175;73,7725;0;1;0;0;0;0;0;0;0;0;0
26;1294;42,24857143;12,58225673;28,84713164;916,56825;24,30672817;26,61;25,6625;20,39;14,99;74,64;76,045;75,9175;0;0;1;0;0;0;0;0;0;0;0
21;1295;39,34714286;16,79660456;32,37613726;1064,95675;27,15635807;29,56;25,8125;21,5;15,42;71,785;73,2125;76,045;0;0;0;1;0;0;0;0;0;0;0
24;1296;49,99714286;17,61053571;33,64304576;1138,416;25,60112054;30,885;28,085;21,24;14,51;72,815;72,3;73,2125;0;0;0;0;1;0;0;0;0;0;0
37;1297;33,59;14,06154762;25,22207658;855,46975;33,0307917;29,45;30,2225;21,22;14,445;71,015;71,915;72,3;0;0;0;0;0;1;0;0;0;0;0
22;1298;32,53714286;13,10696429;26,93009717;888,491;28,92448255;27,91;30,1675;21,27;15,615;74,805;72,91;71,915;0;0;0;0;0;0;0;0;0;0;0
26;1299;35,45714286;13,02869048;25,53309204;834,86625;28,73023439;29,13;28,68;21,98;15,925;72,77;73,7875;72,91;1;0;0;0;0;0;0;0;0;0;0
19;1300;41,59;16,47077381;23,66854673;963,1525;31,46637728;30,92;28,52;23,42;18,25;71,04;71,905;73,7875;0;1;0;0;0;0;0;0;0;0;0
26;1301;66,02571429;18,46928571;42,24063498;1112,21075;33,7915699;27,885;30,025;21,99;16,465;79,335;75,1875;71,905;0;0;1;0;0;0;0;0;0;0;0
22;1302;56,28571429;18,16601191;29,45743553;861,713;26,85495321;30,37;29,4025;23,08;18,325;74,81;77,0725;75,1875;0;0;0;1;0;0;0;0;0;0;0
13;1303;41,66428571;10,56369048;18,66770833;495,91175;55,64262861;23,9;29,1275;21,48;19,785;74,01;74,41;77,0725;0;0;0;0;1;0;0;0;0;0;0
41;1304;25,93;10,92672619;23,09083333;545,4005;46,89162521;25,37;27,135;21,48;17,145;68,81;71,41;74,41;0;0;0;0;0;1;0;0;0;0;0
29;1305;44,21428571;12,86166667;30,88138889;834,52125;33,29998296;27,14;24,635;20,74;15,065;67,685;68,2475;71,41;0;0;0;0;0;0;0;0;0;0;0
28;1306;40,61428571;12,14797619;28,74833333;802,89225;32,76665771;28,18;26,255;20,97;14,425;69,27;68,4775;68,2475;1;0;0;0;0;0;0;0;0;0;0
23;1307;43,91857143;13,57863095;26,09740278;920,037;33,79942997;29,5;27,66;21,84;15,35;74,965;72,1175;68,4775;0;1;0;0;0;0;0;0;0;0;0
29;1308;40,17714286;14,59011905;21,994375;998,6095;28,15845991;29,845;28,84;23,07;18,155;75,79;75,3775;72,1175;0;0;1;0;0;0;0;0;0;0;0
25;1309;39,93714286;13,71511905;22,39802924;880,79325;29,90455946;29,735;29,6725;23,27;18,605;74,835;75,3125;75,3775;0;0;0;1;0;0;0;0;0;0;0
31;1310;39,87285714;11,64339286;17,24833333;630,43375;35,02517822;30,37;29,79;23,3;18,12;71,86;73,3475;75,3125;0;0;0;0;1;0;0;0;0;0;0
34;1311;44,62142857;17,94946429;22,15340278;819,914;34,61068686;33,735;30,0525;24,37;19,64;73,46;72,66;73,3475;0;0;0;0;0;1;0;0;0;0;0
27;1312;45,17285714;9,373749999;31,19555555;808,63725;40,90132595;26,105;32,0525;22,4;19,66;79,135;76,2975;72,66;0;0;0;0;0;0;0;0;0;0;0
25;1313;40,95571429;15,23553571;38,33388889;1297,88925;17,90464935;27,17;29,92;22,88;19,9;86,47;82,8025;76,2975;1;0;0;0;0;0;0;0;0;0;0
26;1314;33,22;14,65214286;24,79881945;1185,39575;25,41909717;29,465;26,6375;24,32;20,95;77,395;81,9325;82,8025;0;1;0;0;0;0;0;0;0;0;0
23;1315;33,38428571;12,40580745;22,53626894;922,1062685;28,89194024;28,93;28,3175;23,67;19,885;74,61;76,0025;81,9325;0;0;1;0;0;0;0;0;0;0;0
17;1316;40,25714286;14,335;26,56727959;1285,752902;28,71746526;30,775;29,1975;23,89;18,325;73,025;73,8175;76,0025;0;0;0;1;0;0;0;0;0;0;0
13;1317;38,31142857;15,41934524;28,72395833;951,52175;25,8916523;28,21;29,8525;24,12;21,25;75,975;74,5;73,8175;0;0;0;0;1;0;0;0;0;0;0
35;1318;21,65714286;9,005297619;15,71340278;403,14625;42,76170503;28,765;29,4925;23,24;20,23;74,985;75,48;74,5;0;0;0;0;0;1;0;0;0;0;0
34;1319;33,24714286;10,33107143;28,00186508;779,843;44,21015788;28,05;28,4875;23,01;19,54;72,685;73,835;75,48;0;0;0;0;0;0;0;0;0;0;0
32;1320;34,14571429;13,15880952;25,41875;783,8325;32,89765964;29,085;28,4075;23,53;19,46;74,89;73,7875;73,835;1;0;0;0;0;0;0;0;0;0;0
25;1321;38,43428571;12,70121377;25,13478892;827,2624092;36,02169748;28,855;28,5675;23,1;17,875;74,71;74,8;73,7875;0;1;0;0;0;0;0;0;0;0;0
21;1322;39,42428571;12,50995083;27,43626812;922,683;34,16033972;28,51;28,97;23,16;18,61;76,815;75,7625;74,8;0;0;1;0;0;0;0;0;0;0;0
12;1323;33,88857143;10,78238095;29,16909722;858,43225;28,01586453;26,945;28,6825;22,31;18,655;82,875;79,845;75,7625;0;0;0;1;0;0;0;0;0;0;0
21;1324;31,42285714;12,03244048;21,58631945;602,10875;34,0271355;28,26;27,7275;23,25;19,72;77,19;80,0325;79,845;0;0;0;0;1;0;0;0;0;0;0
34;1325;27,12571429;11,36994048;16,80069445;495,71375;38,21182896;27,135;27,6025;22,9;19,405;75,265;76,2275;80,0325;0;0;0;0;0;1;0;0;0;0;0
23;1326;34,40714286;11,42651398;27,79989734;766,51875;31,46319262;28,79;27,6975;22,51;17,245;75,79;75,5275;76,2275;0;0;0;0;0;0;0;0;0;0;0
31;1327;41,32714286;13,10166667;33,87208333;982,87575;27,42664655;26,43;27,9625;22,36;18,64;78,57;77,18;75,5275;1;0;0;0;0;0;0;0;0;0;0
32;1328;34,80428571;13,04;28,21291667;914,55325;29,72297957;26,39520752;27,61;22,06;17,95578307;78,98;78,775;77,18;0;1;0;0;0;0;0;0;0;0;0
23;1329;34,39285714;12,2335119;27,73256945;850,859;30,83725301;28,13502721;26,41260376;22,93;19,14014401;74,96;76,97;78,775;0;0;1;0;0;0;0;0;0;0;0
33;1330;34,30142857;13,83279762;28,49090278;905,29125;28,46668313;29,77543968;27,26511737;23,26;18,35490057;75,815;75,3875;76,97;0;0;0;1;0;0;0;0;0;0;0
12;1331;49,77428571;10,84005952;29,34354167;619,74925;49,29000418;27,89992506;28,95523345;23,04;19,81787289;76,84;76,3275;75,3875;0;0;0;0;1;0;0;0;0;0;0
29;1332;34,21;10,2702381;19,67526515;418,03025;59,11677859;23,45361615;28,83768237;21,64;20,39716402;75,385;76,1125;76,3275;0;0;0;0;0;1;0;0;0;0;0
34;1333;42,96;11,79041667;35,05423611;991,989;35,18213577;25,88818678;25,67677061;21,14;17,88841043;73,23;74,3075;76,1125;0;0;0;0;0;0;0;0;0;0;0
48;1334;50,54857143;16,39619048;32,98173611;1075,948;32,5233017;23,94784649;24,67090147;21,94;20,42969742;75,205;74,2175;74,3075;1;0;0;0;0;0;0;0;0;0;0
37;1335;49,03142857;12,20047619;34,57986111;768,4825;43,66984571;26,60656369;24,91801664;22,69;18,96107793;72,76;73,9825;74,2175;0;1;0;0;0;0;0;0;0;0;0
36;1336;36,11285714;10,97982143;31,7349495;912,6475;48,58832661;27,08758029;25,27720509;23,48;20,43687037;63,09;67,925;73,9825;0;0;1;0;0;0;0;0;0;0;0
31;1337;46,01142857;12,85142857;30,12709596;1039,803;45,1525858;29,61;26,84707199;24,3;20,985;69,19;66,14;67,925;0;0;0;1;0;0;0;0;0;0;0
13;1338;38,96;8,676547619;25,64208334;735,15975;44,9440431;25,305;28,34879015;22,07;20,095;78,96;74,075;66,14;0;0;0;0;1;0;0;0;0;0;0
54;1339;23,82714286;8,484166667;17,21569445;454,27025;54,14814887;25,855;27,4575;21,3;18,39;68,915;73,9375;74,075;0;0;0;0;0;1;0;0;0;0;0
38;1340;42,99857143;10,48166667;30,25689815;857,02475;40,51884123;25,47;25,58;20,86;16,92;62,645;65,78;73,9375;0;0;0;0;0;0;0;0;0;0;0
27;1341;48,56571429;14,08452381;42,90458333;1238,35825;31,55246838;28,51;25,6625;21,14;15,185;66,49;64,5675;65,78;1;0;0;0;0;0;0;0;0;0;0
16;1342;44,37285714;12,87619047;27,42902778;851,741;39,46593508;29,9;26,99;22,27;14,935;69,695;68,0925;64,5675;0;1;0;0;0;0;0;0;0;0;0
28;1343;46,50714286;15,56098085;26,81215278;952,78075;29,57070362;33,005;29,205;24,87;19,26;65,405;67,55;68,0925;0;0;1;0;0;0;0;0;0;0;0
40;1344;57,99714286;12,46033644;34,08542874;1085,531454;42,89955139;29,015;31,4525;23,63;18,525;70,67;68,0375;67,55;0;0;0;1;0;0;0;0;0;0;0
32;1345;52,3;14,05416667;17,23069445;625,3615;33,6892954;31,875;31,01;24,29;19,315;65,51;68,09;68,0375;0;0;0;0;1;0;0;0;0;0;0
53;1346;38,30428571;12,36690476;14,22861111;620,811;38,28741247;30,86;30,445;24,67;19,905;72,415;68,9625;68,09;0;0;0;0;0;1;0;0;0;1;0
44;1347;38,82857143;13,42946429;23,10472222;769,742;39,46971935;30,025;31,3675;25,28;22,025;74,33;73,3725;68,9625;0;0;0;0;0;0;0;0;0;0;0
41;1348;37,05571429;13,42285714;31,31027778;1166,73425;36,90415192;28,635;30,4425;24,27;20,94;70,89;72,61;73,3725;1;0;0;0;0;0;0;0;0;0;0
39;1349;42,72857143;11,60267857;30,09888889;1088,866;32,53595968;29,085;29,33;23,63;18,935;72,78;71,835;72,61;0;1;0;0;0;0;0;0;0;0;0
30;1350;46,19714286;12,29375;23,28006945;784,37925;33,33148297;29,39621222;28,86;24,32;20,72546596;69,625;71,2025;71,835;0;0;1;0;0;0;0;0;0;0;0
