Admissions;Time;PM10;SO2;NO2;CO;O3;Tmax;Tmaxm12;Tave;Tmin;RH;RHm01;RHm12;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;Carn;Tirad;Corpus;Indep;Penha
17;389;45,03857143;18,3143254;19,75019229;1032,189587;29,18976299;34,4;34,8;28,11;23,15;67,89;67,705;69,0475;1;0;0;0;0;0;0;0;0;0;0
21;390;44,25714286;17,71304301;18,42590999;1018,64;29,16367919;36,1;35,425;28,45;23,6;68,345;68,1175;67,705;0;1;0;0;0;0;0;0;0;0;0
14;391;48,36571429;19,00298645;20,32827554;1061,41;29,78234353;35,5;35,25;28,86;24,75;70,32;69,3325;68,1175;0;0;1;0;0;0;0;0;0;0;0
14;392;39,22142857;17,9812484;23,06375203;1148,0975;27,74795974;33,85;35,8;28,52;25,5;72,54;71,43;69,3325;0;0;0;1;0;0;0;0;0;0;0
18;393;33,60285714;14,62900745;18,44839231;781,485;30,42492882;33,3;34,675;27,85;23,3;69,87;71,205;71,43;0;0;0;0;1;0;0;0;0;0;0
15;394;24,48428571;12,14256693;11,23196099;583,68;29,4858971;32,95;33,575;27,83;24,25;69,685;69,7775;71,205;0;0;0;0;0;1;0;0;0;0;0
19;395;32,14571429;14,76163053;15,83159403;983,1798745;25,60612249;32,45;33,125;27,52;23,45;70,985;70,335;69,7775;0;0;0;0;0;0;0;0;0;0;0
16;396;37,70428571;14,01083139;17,27693773;895,465;25,31215372;34,4;32,7;28,04;23,55;70,055;70,52;70,335;1;0;0;0;0;0;0;0;0;0;0
5;397;28,45857143;12,87761664;20,79084744;1001,325;24,21420378;31,95;33,425;27,05;24,45;75,625;72,84;70,52;0;1;0;0;0;0;0;0;0;0;0
18;398;31,32714286;13,95933072;23,26311548;1127,7;26,6591381;32,7;33,175;27,27;22,85;70,81;73,2175;72,84;0;0;1;0;0;0;0;0;0;0;0
14;399;28,98714286;14,03450065;23,02864031;1191,37;29,04745115;32,8;32,325;27,55;23,2;70,5;70,655;73,2175;0;0;0;1;0;0;0;0;0;0;0
12;400;26,87571429;13,14397616;18,49295845;790,01;31,15242479;32,9;32,75;27,63;23,2;69,78;70,14;70,655;0;0;0;0;1;0;0;0;0;0;0
7;401;21,46428571;13,35387485;13,28001406;640,796725;27,05817849;33,8359302;32,85;27,94;22,1;70,875;70,3275;70,14;0;0;0;0;0;1;0;0;0;0;0
10;402;36,05428571;13,92564171;15,11476766;1040,387614;22,22139278;34,95;33,3679651;28,07;22,75;67,985;69,43;70,3275;0;0;0;0;0;0;0;0;0;0;0
10;403;41,02142857;14,5669064;17,07402016;829,7722775;28,25561739;35,05;34,3929651;28,42;23,85;67,585;67,785;69,43;1;0;0;0;0;0;0;0;0;0;0
8;404;49,38714286;14,32802957;16,38636677;786,0797806;30,12565513;36,1;35;28,9;24,8;69,685;68,635;67,785;0;1;0;0;0;0;0;0;0;0;0
18;405;46,79;14,77143525;18,93015037;1133,944969;24,84356343;35,15;35,575;28,98;25,6;70,83;70,2575;68,635;0;0;1;0;0;0;0;0;0;0;0
16;406;39,23285714;12,66210995;17,05589458;861,2077844;26,32361254;35,4;35,625;28,73;24,45;69,855;70,3425;70,2575;0;0;0;1;0;0;0;0;0;0;0
9;407;32,74571429;12,64093429;19,8063155;837,8310709;25,06971004;33,3;35,275;28,36;25,5;69,715;69,785;70,3425;0;0;0;0;1;0;0;0;0;0;0
9;408;29,57714286;11,70399641;17,96104607;594,4318836;25,70456447;33,2;34,35;27,93;24,45;76,17;72,9425;69,785;0;0;0;0;0;1;0;0;0;0;0
17;409;34,99428571;13,18871155;18,88417283;1031,776678;26,69042037;33,7;33,25;28,06;24,5;70,115;73,1425;72,9425;0;0;0;0;0;0;0;0;0;0;0
12;410;38,20285714;12,17126417;19,18948454;898,7897918;25,96420387;34,95;33,45;28,45;23,6;68,045;69,08;73,1425;1;0;0;0;0;0;0;0;0;0;0
11;411;35,72285714;14,05871672;24,20095101;1183,35879;25,89477877;33,05;34,325;28,22;24,35;70,99;69,5175;69,08;0;1;0;0;0;0;0;0;0;0;0
15;412;35,42142857;13,82990096;23,71322591;1054,933995;30,6942472;32,55;34;27,86;24,15;68,75;69,87;69,5175;0;0;1;0;0;0;0;0;0;0;0
11;413;41,02857143;13,79048735;20,89826733;1045,625793;28,15914345;32,25;32,8;27,73;24;68,295;68,5225;69,87;0;0;0;1;0;0;0;0;0;0;0
18;414;43,64;13,06250922;16,46590482;727,6408529;30,21285625;34,4;32,4;27,84;22,2;68,08;68,1875;68,5225;0;0;0;0;1;0;0;0;0;0;0
33;415;30,97857143;13,89139527;14,06179657;656,6122887;28,01996678;35,04191804;33,325;28,66;23,85;70,99;69,535;68,1875;0;0;0;0;0;1;0;0;0;0;0
12;416;31,89142857;12,29950983;19,91529045;978,2856194;25,28362008;33,7;34,72095902;28,2;24;72,25;71,62;69,535;0;0;0;0;0;0;1;0;0;0;0
25;417;42,04857143;13,04201292;19,61629694;960,1425515;24,75058345;33,75;34,37095902;27,7;22,15;69,795;71,0225;71,62;1;0;0;0;0;0;0;0;0;0;0
13;418;57,27285714;12,13665297;19,14551404;834,8593339;27,6337025;36,45;33,725;28,56;23,2;67,815;68,805;71,0225;0;1;0;0;0;0;0;0;0;0;0
19;419;58,91285714;14,24382621;45,96386504;1136,779816;34,09295712;36,1;35,1;28,09;23,45;76,085;71,95;68,805;0;0;1;0;0;0;0;0;0;0;0
12;420;66,6;16,39152488;46,84224031;1402,513848;31,11994165;34,35;36,275;28,53;24,3;76,32;76,2025;71,95;0;0;0;1;0;0;0;0;0;0;0
26;421;60,44142857;14,55590582;31,46547418;913,7402314;33,08776089;39,7;35,225;30,8;25,35;65,955;71,1375;76,2025;0;0;0;0;1;0;0;0;0;0;0
19;422;31,78428571;12,41743966;27,60327055;713,1089376;34,5495884;35,9;37,025;26,9;23,75;84,925;75,44;71,1375;0;0;0;0;0;1;0;0;0;0;0
29;423;30,24142857;10,73141005;23,30114656;670,7187808;34,46252307;31,35;37,8;26,37;22,9;85,5;85,2125;75,44;0;0;0;0;0;0;0;0;0;0;0
12;424;27,49428571;9,918610921;23,43130527;534,2991179;34,13934396;30,45;33,625;26,56;23,5;86,405;85,9525;85,2125;1;0;0;0;0;0;1;0;0;0;0
32;425;28,21142857;12,44603619;31,70789483;845,8972852;30,73270578;30,8;30,9;26,42;22,85;86,885;86,645;85,9525;0;1;0;0;0;0;0;0;0;0;0
21;426;35,66;15,1984643;32,96183352;1598,801467;22,14316452;32;30,625;26,82;23;84,575;85,73;86,645;0;0;1;0;0;0;0;0;0;0;0
28;427;29,48571429;12,53824904;20,15295108;1002,952693;25,57030076;32,3;31,4;26,78;22,5;81,855;83,215;85,73;0;0;0;1;0;0;0;0;0;0;0
17;428;35,11714286;12,24172191;16,30951132;719,4592199;25,30125291;33,9;32,15;28,2;24,35;74,775;78,315;83,215;0;0;0;0;1;0;0;0;0;0;0
23;429;45,84;12,13346921;12,71946852;865,5465152;32,9187389;35,55;33,1;28,46;24,75;72,48;73,6275;78,315;0;0;0;0;0;1;0;0;0;0;0
23;430;34,73285714;11,73920923;30,63553745;1003,322388;33,22531456;31,8;34,725;26,59;22,4;80,875;76,6775;73,6275;0;0;0;0;0;0;0;0;0;0;0
24;431;35,02428571;11,10314657;33,36123828;934,0641829;32,48582822;33,9;33,675;26,73;22,35;82,58;81,7275;76,6775;1;0;0;0;0;0;0;0;0;0;0
9;432;34,24285714;12,1453916;42,33477674;1238,541531;32,69715124;28,95;32,85;25,34;23,65;93,195;87,8875;81,7275;0;1;0;0;0;0;0;0;0;0;0
21;433;43,71857143;12,4065989;40,92701755;1626,828563;23,31703645;30,9;31,425;25,72;23,35;92,15;92,6725;87,8875;0;0;1;0;0;0;0;0;0;0;0
18;434;28,88142857;10,58619133;29,10488413;1228,970502;26,20087806;32,5;29,925;25,74;23,1;93,08;92,615;92,6725;0;0;0;1;0;0;0;0;0;0;0
23;435;20,35285714;9,296393843;28,25786074;803,3261048;37,12814494;29,35;31,7;24,3;22,6;94,805;93,9425;92,615;0;0;0;0;1;0;0;0;0;0;0
35;436;21,14142857;8,323757796;16,19984014;381,3598028;36,99687993;30,1;30,925;25,41;21,8;80,985;87,895;93,9425;0;0;0;0;0;1;0;0;0;0;0
29;437;35,34;12,6146748;22,21791478;788,0991215;28,86664996;31,415;29,725;26,63;22,8;76,075;78,53;87,895;0;0;0;0;0;0;0;0;0;0;0
21;438;36,28714286;11,3329985;27,04268709;711,0162357;28,18057367;31,1;30,7575;26,59;23;79,705;77,89;78,53;1;0;0;0;0;0;0;0;0;0;0
19;439;29,03571429;15,07740123;25,28043383;1243,335614;24,24687598;31,6;31,2575;26,56;22,8;84,96;82,3325;77,89;0;1;0;0;0;0;0;0;0;0;0
33;440;32,72714286;14,22789425;21,78959475;1127,135423;23,29628749;32;31,35;26,67;23,8;83,525;84,2425;82,3325;0;0;1;0;0;0;0;0;0;0;0
42;441;33,74428571;12,15725602;24,4892778;1040,922309;23,51717642;30,75;31,8;26,03;22,6;86,415;84,97;84,2425;0;0;0;1;0;0;0;0;0;0;0
33;442;31,02857143;11,69469966;24,1330796;1022,168999;16,46970495;28,55;31,375;23,93;22,65;96,425;91,42;84,97;0;0;0;0;1;0;0;0;0;0;0
25;443;27,32571429;10,1730775;19,48913443;779,3635579;19,54609494;28,5;29,65;24,5;21,75;93,14;94,7825;91,42;0;0;0;0;0;1;0;0;0;0;0
50;444;33,83;12,68142489;21,2359012;1156,236703;20,11003564;30,4;28,525;25,51;22;88,33;90,735;94,7825;0;0;0;0;0;0;0;0;0;0;0
30;445;40,42428571;14,00829834;19,90039845;1206,878612;22,66243609;31,6;29,45;26,32;21,85;84,435;86,3825;90,735;1;0;0;0;0;0;0;0;0;0;0
17;446;33,58428571;13,92426125;21,22016381;1250,513488;23,75895843;31,55;31;26,59;22,35;81,145;82,79;86,3825;0;1;0;0;0;0;0;0;0;0;0
31;447;33,38714286;14,14556772;22,92897281;1179,369989;24,33435302;30,15;31,575;26,08;22,4;83,61;82,3775;82,79;0;0;1;0;0;0;0;0;0;0;0
50;448;31,19285714;12,14796421;17,4772723;969,0325858;22,74404361;32,15;30,85;26,79;22,7;81,68;82,645;82,3775;0;0;0;1;0;0;0;0;0;0;0
35;449;27,22714286;12,46171159;14,5502947;638,2448284;28,06453674;33;31,15;27,16;22,7;77,785;79,7325;82,645;0;0;0;0;1;0;0;0;0;0;0
32;450;23,58714286;11,84564;14,01325523;636,9979127;31,83112434;33,55;32,575;26,8;23,6;82,075;79,93;79,7325;0;0;0;0;0;1;0;0;0;0;0
36;451;29,72571429;8,802640867;14,07243475;479,6326265;40,19283193;30,35;33,275;26,3;23,65;75,535;78,805;79,93;0;0;0;0;0;0;0;0;0;0;0
38;452;28,28;8,829665654;16,98511715;539,7010229;34,8304071;27,85;31,95;25,38;23,4;77,04;76,2875;78,805;1;0;0;0;0;0;0;0;0;0;0
34;453;33,93428571;11,2655117;24,62015064;782,2284308;26,1048326;31,5;29,1;26,82;23;76,785;76,9125;76,2875;0;1;0;0;0;0;0;0;0;0;0
23;454;28,38571429;10,06463553;26,22282639;892,7355425;32,05657398;32,9;29,675;25,89;23,05;89,02;82,9025;76,9125;0;0;1;0;0;0;0;0;0;0;0
37;455;21,08714286;8,310609381;29,36919451;996,6232711;29,47841594;25,55;32,2;23,34;21,85;97,005;93,0125;82,9025;0;0;0;1;0;0;0;0;0;0;0
43;456;23,19714286;8,419451594;20,11024336;488,1349573;37,34384102;29,25;29,225;24,9;22,25;86,705;91,855;93,0125;0;0;0;0;1;0;0;0;0;0;0
50;457;19,86;8,504119205;17,14136881;515,1589115;30,82734783;29,95;27,4;25,19;23,35;87,935;87,32;91,855;0;0;0;0;0;1;0;0;0;0;0
53;458;24,52571429;9,202867382;21,09538964;872,2301573;28,13510129;27,9;29,6;24,26;22,45;87,14;87,5375;87,32;0;0;0;0;0;0;0;0;0;0;0
41;459;29,70714286;9,619724956;20,13147633;560,934602;30,94038858;29,25;28,925;24,85;21,75;75,105;81,1225;87,5375;1;0;0;0;0;0;0;0;0;0;0
29;460;38,94857143;12,5759951;24,32387881;830,0904207;23,90415362;28,65;28,575;24,46;21,55;79,64;77,3725;81,1225;0;1;0;0;0;0;0;0;0;0;0
33;461;54,74;13,18308814;30,97821943;872,0030513;20,42360203;29,645;28,95;24,51;19,45;81,185;80,4125;77,3725;0;0;1;0;0;0;0;0;0;0;0
52;462;47,64857143;14,88569528;31,53117301;1099,628781;19,69135641;29,79;29,1475;24,84;21,125;86,335;83,76;80,4125;0;0;0;1;0;0;0;0;0;0;0
48;463;29,86428571;13,86363105;21,23007926;990,6359773;23,14253181;30,75;29,7175;25,99;21,7;82,565;84,45;83,76;0;0;0;0;1;0;0;0;0;0;0
59;464;19,69857143;10,36610903;17,63560219;692,7304755;27,24687814;29,43216545;30,27;25,32;22,6;88,51;85,5375;84,45;0;0;0;0;0;1;0;0;0;0;0
39;465;41,13;14,61191933;28,85475345;1461,014136;22,72139754;31;30,09108273;25,83;22,2;88,65;88,58;85,5375;0;0;0;0;0;0;0;0;0;0;0
50;466;50,72142857;14,06801582;34,1519232;1148,077284;33,11541826;31,15;30,21608273;26,7;22,5;86,36;87,505;88,58;1;0;0;0;0;0;0;0;0;0;0
33;467;43,47571429;13,02016602;34,06422024;773,5034268;36,93077748;31,6;31,075;26,86;23,3;84,05;85,205;87,505;0;1;0;0;0;0;0;0;0;0;0
60;468;43,55571429;12,12325975;34,6132363;897,0692829;36,06942156;30,25;31,375;26,05;22,25;85,425;84,7375;85,205;0;0;1;0;0;0;0;0;0;0;0
61;469;26,47;10,59503074;23,53520479;584,0828369;42,66808427;29,95;30,925;25,39;21,45;83,715;84,57;84,7375;0;0;0;1;0;0;0;0;0;0;0
86;470;29,94285714;13,51420743;24,75449338;857,7246598;36,33364863;29,75;30,1;25,83;22,25;84,72;84,2175;84,57;0;0;0;0;1;0;0;0;0;0;0
54;471;21,21857143;12,92166046;17,80518653;650,8513345;39,29430969;30,3;29,85;26,02;22,6;85,15;84,935;84,2175;0;0;0;0;0;1;0;0;0;0;1
64;472;26,95428571;11,34161255;24,16548781;860,9667767;32,44138589;30,75;30,025;24,73;22,4;87,375;86,2625;84,935;0;0;0;0;0;0;0;0;0;0;0
41;473;21,58428571;9,76072973;20,45328392;705,2683266;35,26022681;23,5;30,525;21,77;19,49;90,28;88,8275;86,2625;1;0;0;0;0;0;0;0;0;0;0
43;474;21,71;10,51816153;24,39900913;821,6021688;31,84091827;24,15;27,125;21,14;18,65;83,575;86,9275;88,8275;0;1;0;0;0;0;0;0;0;0;0
38;475;34,58714286;11,31203109;26,67765451;807,9952751;35,12599478;27,2;23,825;23,23;21,15;68,895;76,235;86,9275;0;0;1;0;0;0;0;0;0;0;0
80;476;26,92142857;11,1196365;24,90696529;725,1831117;37,62026701;28,3;25,675;23,68;20,3;72,935;70,915;76,235;0;0;0;1;0;0;0;1;0;0;0
92;477;34,70714286;17,07095102;24,53590009;920,9747078;32,19062016;32,4;27,75;25,13;18,45;75,275;74,105;70,915;0;0;0;0;1;0;0;0;0;0;0
92;478;39,84571429;15,39593135;30,95746488;767,3347307;44,19919545;30,7;30,35;24,93;19,55;82,585;78,93;74,105;0;0;0;0;0;1;0;0;0;0;0
105;479;40,97714286;15,15237805;25,33761327;821,6130963;37,76291584;29,95;31,55;25,47;21,3;86,16;84,3725;78,93;0;0;0;0;0;0;0;0;0;0;0
53;480;35,37428571;12,46838132;26,18665146;972,1376745;25,97039512;29,85;30,325;25,33;22;86,295;86,2275;84,3725;1;0;0;0;0;0;0;0;0;0;0
60;481;39,05;19,96149636;23,37569534;1114,489769;20,1677195;30,8;29,9;25,51;21,15;81,99;84,1425;86,2275;0;1;0;0;0;0;0;0;0;0;0
51;482;40,83428571;13,021465;25,9440454;706,0332485;31,31098401;28;30,325;24,39;21,2;77,9;79,945;84,1425;0;0;1;0;0;0;0;0;0;0;0
50;483;46,45428571;12,46191039;32,7225074;827,0787332;31,7194528;27,55;29,4;23,94;21,6;71,89;74,895;79,945;0;0;0;1;0;0;0;0;0;0;0
84;484;32,34142857;10,88170791;25,30476331;729,0106794;30,34380762;28,45;27,775;24,48;21,8;74,815;73,3525;74,895;0;0;0;0;1;0;0;0;0;0;0
64;485;30,82285714;12,3196318;24,3999405;755,4781129;31,61579276;29,55;28;24,41;20,45;79,025;76,92;73,3525;0;0;0;0;0;1;0;0;0;0;0
91;486;32,81714286;12,77089644;24,18994282;814,801121;38,08213191;30,5;29;24,37;19,15;81,305;80,165;76,92;0;0;0;0;0;0;0;0;0;0;0
70;487;45,38571429;14,8114238;28,90099029;1077,990981;30,40923966;33,45;30,025;26,04;21,15;79,99;80,6475;80,165;1;0;0;0;0;0;0;0;0;0;0
51;488;42,65857143;11,80012869;26,05341149;872,028474;31,94561547;28,15;31,975;24,24;21,25;84,095;82,0425;80,6475;0;1;0;0;0;0;0;0;0;0;0
70;489;38,35142857;11,85679989;29,39699871;762,2146736;36,6742892;25,405;30,8;23,24;21,8;79,085;81,59;82,0425;0;0;1;0;0;0;0;0;0;0;0
75;490;35,77857143;11,30652844;29,14510571;756,7354166;48,32852444;25,65;26,7775;23,08;20,45;73,435;76,26;81,59;0;0;0;1;0;0;0;0;0;0;0
106;491;34,49428571;10,32298537;24,8589909;614,4315442;42,83555934;27,35;25,5275;22,65;19,1;67,58;70,5075;76,26;0;0;0;0;1;0;0;0;0;0;0
86;492;22,93142857;9,005735464;16,71196383;405,1313407;39,00019915;26,55;26,5;21,94;18,25;77,245;72,4125;70,5075;0;0;0;0;0;1;0;0;0;0;0
57;493;30,15714286;10,53292188;26,85402985;957,1404939;28,04590778;25,6;26,95;21,63;19,45;83,105;80,175;72,4125;0;0;0;0;0;0;0;0;0;0;0
55;494;45,19857143;15,38995664;34,347561;1333,984182;23,55735795;28,6;26,075;23,23;19;78,05;80,5775;80,175;1;0;0;0;0;0;0;0;0;0;0
53;495;47,32428571;13,15141404;30,51001521;945,634334;20,52346842;28,2;27,1;23,46;19,45;82,785;80,4175;80,5775;0;1;0;0;0;0;0;0;0;0;0
76;496;41,16285714;12,44273657;28,19956728;996,2355966;29,17464801;31,8;28,4;23,99;19,45;79,385;81,085;80,4175;0;0;1;0;0;0;0;0;0;0;0
64;497;50,04571429;13,88469801;34,38874131;804,4051632;36,51769826;27,25;30;22,9;18,45;69,725;74,555;81,085;0;0;0;1;0;0;0;0;0;0;0
68;498;33,44285714;12,16491622;23,49597501;544,8886654;37,71845027;26,75;29,525;22,51;18,85;68,405;69,065;74,555;0;0;0;0;1;0;0;0;0;0;0
63;499;23,74571429;10,86180175;20,96279292;433,0388911;43,95652401;25,8;27;22,11;18,4;70,25;69,3275;69,065;0;0;0;0;0;1;0;0;0;0;0
64;500;32,36428571;12,29084266;27,77390734;692,5770031;35,26304143;25,95;26,275;21,87;18,15;71,145;70,6975;69,3275;0;0;0;0;0;0;0;0;0;0;0
92;501;32,98857143;11,00628189;25,75792303;626,8971161;33,18712047;25,45;25,875;21,14;17,45;73,54;72,3425;70,6975;1;0;0;0;0;0;0;0;0;0;0
70;502;32,91857143;11,13736532;29,07660764;761,25843;34,21174157;25,83;25,7;21,18;17,3;65,86;69,7;72,3425;0;1;0;0;0;0;0;0;0;0;0
76;503;52,70714286;12,93186422;37,54054351;1368,312062;23,10211572;25,8;25,64;20,35;16,25;70,31;68,085;69,7;0;0;1;0;0;0;0;0;0;0;0
70;504;43,86571429;13,95664704;35,73703731;1356,00469;25,4055599;27,95;25,815;20,8;15,5;70,23;70,27;68,085;0;0;0;1;0;0;0;0;0;0;0
76;505;38,5;12,43166776;26,6407016;1011,215204;30,1353495;28,45;26,875;21,79;16,85;72,21;71,22;70,27;0;0;0;0;1;0;0;0;0;0;0
83;506;38,03428571;17,45580567;28,42628559;845,5560549;30,78246788;29,1;28,2;21,28;13,95;71,4;71,805;71,22;0;0;0;0;0;1;0;0;0;0;0
82;507;44,97571429;13,93721256;31,20163115;1192,629166;27,1889145;29,95;28,775;22,28;15,95;77,6;74,5;71,805;0;0;0;0;0;0;0;0;0;0;0
86;508;38,65428571;11,7764522;27,42775335;1023,495102;27,41405424;30,45;29,525;23,37;17,35;78,95;78,275;74,5;1;0;0;0;0;0;0;0;0;0;0
68;509;36,39857143;8,482270501;20,17524205;576,9970157;40,60192946;24,35;30,2;22,32;20,85;79,19;79,07;78,275;0;1;0;0;0;0;0;0;0;0;0
56;510;32,28714286;11,70561173;26,57121701;686,1092146;35,63863397;25,25;27,4;21,88;19,65;70,99;75,09;79,07;0;0;1;0;0;0;0;0;0;0;0
65;511;31,77428571;11,11438973;30,14834893;955,9381586;29,1031982;25,15;24,8;21,72;19,15;75,755;73,3725;75,09;0;0;0;1;0;0;0;0;0;0;0
58;512;32,66285714;11,91017987;25,67120661;890,3656236;27,64497125;28,6;25,2;22,34;17,4;81,32;78,5375;73,3725;0;0;0;0;1;0;0;0;0;0;0
61;513;48,43571429;13,65281264;34,72681221;1165,490888;35,44515187;29,2;26,875;22,56;16,6;77,235;79,2775;78,5375;0;0;0;0;0;1;0;0;0;0;0
80;514;55,32428571;11,28227952;33,15794661;791,6961624;33,48573967;27,7;28,9;22,82;18,05;78,44;77,8375;79,2775;0;0;0;0;0;0;0;0;0;0;0
63;515;54,73428571;17,46220436;38,21837393;1334,474601;27,90167112;27,05;28,45;22,44;17,55;80,56;79,5;77,8375;1;0;0;0;0;0;0;0;0;0;0
48;516;56,13142857;16,06057808;31,73290247;1053,688468;30,87290201;29,65;27,375;22,82;17,3;76,24;78,4;79,5;0;1;0;0;0;0;0;0;0;0;0
52;517;61,18142857;13,68787351;27,47830784;1004,687769;37,78333911;27;28,35;22,4;17,8;75,59;75,915;78,4;0;0;1;0;0;0;0;0;0;0;0
81;518;33,15857143;11,96502753;21,6280355;573,9616283;42,25045556;25,7;28,325;22,05;18,9;69,445;72,5175;75,915;0;0;0;1;0;0;0;0;0;0;0
54;519;25,37714286;11,09649967;24,92953032;749,4786241;36,24086076;23,7;26,35;19,75;17,3;83,02;76,2325;72,5175;0;0;0;0;1;0;0;0;0;0;0
73;520;27,53857143;12,21238085;27,0988169;891,148329;31,60591993;24,75;24,7;19,96;16,35;77,04;80,03;76,2325;0;0;0;0;0;1;0;0;0;0;0
74;521;37,43285714;14,70347636;29,78902353;935,0780094;27,3835344;27,5;24,225;20,68;14,95;71,825;74,4325;80,03;0;0;0;0;0;0;0;0;0;0;0
61;522;59,34857143;15,58082677;41,27465275;1018,022794;27,37478536;27,3;26,125;20,3;13,75;76,195;74,01;74,4325;1;0;0;0;0;0;0;0;0;0;0
59;523;58,14142857;14,83288843;41,01155642;1061,863827;26,41413778;27,05;27,4;21,22;16,2;80,96;78,5775;74,01;0;1;0;0;0;0;0;0;1;0;0
61;524;42,62714286;14,18074026;32,29838792;1036,007768;17,44881444;25,75;27,175;20,88;17,7;86,855;83,9075;78,5775;0;0;1;0;0;0;0;0;0;0;0
56;525;30,4;13,24801762;32,44135606;1353,232365;22,68702542;26;26,4;21,2;18,6;88,31;87,5825;83,9075;0;0;0;1;0;0;0;0;0;0;0
60;526;28,57857143;12,76800977;24,48702061;1025,87704;25,00552497;25,95;25,875;21,62;18,45;86,275;87,2925;87,5825;0;0;0;0;1;0;0;0;0;0;0
61;527;23,81428571;15,44013787;20,97570664;972,4143587;26,98672221;27,7;25,975;21,83;16,6;84,23;85,2525;87,2925;0;0;0;0;0;1;0;0;0;0;0
65;528;42,53;11,65743288;27,40480945;736,4033299;39,80585286;27,35;26,825;22,52;18,65;84,115;84,1725;85,2525;0;0;0;0;0;0;0;0;0;0;0
45;529;24,79571429;8,651394832;29,5469376;1002,927956;31,99535023;22,95;27,525;20,16;18,5;92,4;88,2575;84,1725;1;0;0;0;0;0;0;0;0;0;0
46;530;40,09714286;10,62015795;35,2657305;1374,386115;27,55001822;25,4;25,15;20,7;17,3;80,66;86,53;88,2575;0;1;0;0;0;0;0;0;0;0;0
65;531;41,28285714;11,28595509;31,78057848;1369,299631;33,2802465;28,05;24,175;20,1;14,85;74,12;77,39;86,53;0;0;1;0;0;0;0;0;0;0;0
58;532;59,95714286;13,72952861;43,08341826;1479,986983;31,6125156;28,2;26,725;19,95;13,35;74,36;74,24;77,39;0;0;0;1;0;0;0;0;0;0;0
57;533;40,6;8,892380853;36,77968214;826,4478522;42,82685824;26,2;28,125;20,82;15,8;80,495;77,4275;74,24;0;0;0;0;1;0;0;0;0;0;0
50;534;18,93428571;7,19626419;25,56933987;630,2015201;41,39142566;21,3;27,2;19,03;17,8;94,785;87,64;77,4275;0;0;0;0;0;1;0;0;0;0;0
48;535;30,19142857;8,786114466;30,45197839;1262,013789;26,15803606;22,35;23,75;19,23;17,7;93,055;93,92;87,64;0;0;0;0;0;0;0;0;0;0;0
22;536;47,98;12,22158816;34,82982065;1788,971915;15,70344418;23,15;21,825;18,67;15,05;91,06;92,0575;93,92;1;0;0;0;0;0;0;0;0;0;0
30;537;42,03142857;13,68649296;35,56811739;1367,094742;16,90439058;25,15;22,75;19,95;15,4;88,18;89,62;92,0575;0;1;0;0;0;0;0;0;0;0;0
23;538;33,40428571;9,972613038;27,96064243;1047,743745;26,41485007;26,7;24,15;21,57;17,95;84,345;86,2625;89,62;0;0;1;0;0;0;0;0;0;0;0
32;539;46,67142857;13,17255091;33,11787307;1679,909879;25,80780394;27,1;25,925;20,65;15,8;81,435;82,89;86,2625;0;0;0;1;0;0;0;0;0;0;0
29;540;37,1;9,971596186;29,16429411;943,4153149;24,65777655;26,2;26,9;21,24;18,55;84,815;83,125;82,89;0;0;0;0;1;0;0;0;0;0;0
20;541;26,99285714;8,878398406;23,23954685;735,1451284;27,40564442;25,65;26,65;21,04;17,65;86,705;85,76;83,125;0;0;0;0;0;1;0;0;0;0;0
19;542;28,95285714;9,169686616;20,55690142;733,0279725;35,22644872;28,4;25,925;22,66;17,6;79,635;83,17;85,76;0;0;0;0;0;0;0;0;0;0;0
14;543;28,21571429;7,777899901;17,43299799;685,1944372;40,98382333;30,8;27,025;22,9;19,7;81,255;80,445;83,17;1;0;0;0;0;0;0;0;0;0;0
29;544;35,14285714;9,511789767;25,33670114;623,6644703;42,36441324;21,5;29,6;19,78;18,6;69,355;75,305;80,445;0;1;0;0;0;0;0;0;0;0;0
32;545;31,85;10,27262549;34,16824209;927,7233284;31,90293303;22,05;26,15;19,61;17,85;77,015;73,185;75,305;0;0;1;0;0;0;0;0;0;0;0
14;546;34,37142857;11,90803344;32,9438404;1236,184436;27,34586826;25,65;21,775;20,75;17,5;78,865;77,94;73,185;0;0;0;1;0;0;0;0;0;0;0
23;547;35,03285714;9,298284426;33,56527528;1028,114875;21,68053624;22,65;23,85;18,85;17,4;94,36;86,6125;77,94;0;0;0;0;1;0;0;0;0;0;0
9;548;19,03714286;9,306772137;32,33234324;954,2966159;24,13467537;19,65;24,15;18,38;17,65;97,275;95,8175;86,6125;0;0;0;0;0;1;0;0;0;0;0
42;549;31,63;10,65503376;29,50965755;1275,636393;22,63014723;24,7;21,15;19,88;16,5;85,3;91,2875;95,8175;0;0;0;0;0;0;0;0;0;0;0
18;550;30,48428571;11,85010568;28,19926743;1371,996184;24,52410315;25,7;22,175;19,95;15,6;84,835;85,0675;91,2875;1;0;0;0;0;0;0;0;0;0;0
38;551;41,59285714;13,32802756;33,00054777;1564,440256;25,27639716;26,65;25,2;20,52;14,9;82,98;83,9075;85,0675;0;1;0;0;0;0;0;0;0;0;0
32;552;52,78857143;12,08348241;41,5162306;1146,656301;31,6164714;25,645;26,175;20,13;15,3;82,16;82,57;83,9075;0;0;1;0;0;0;0;0;0;0;0
